Pedido,Lineas,Unidades
4190136157,10,422
1160065,10,419
4190135058,10,418
30031451,10,416
4190134207,10,416
4190134206,10,416
4190134208,10,416
4190134209,10,416
1168241,10,416
30031454,10,416
30031453,10,416
30031452,10,416
4190130862,10,415
4190137911,10,412
1149319,10,411
4190127940,10,410
1156945,10,389
4190135786,10,384
4190126853,10,382
4190129296,10,372
4190129532,10,366
4190133882,10,366
4190128569,10,364
1164819,10,360
30030307,10,360
1164834,10,356
4190134117,10,352
1151300,10,352
4190124131,10,349
4190125870,10,348
1156215,10,348
4190139805,10,345
1156717,10,344
1168089,10,340
4190133367,10,339
4190132255,10,336
4190132839,10,336
4190127372,10,335
4190129226,10,335
4190132992,10,332
1161423,10,332
1156855,10,330
4190127135,10,328
4190124263,10,328
1147722,10,324
4190124867,10,324
4190131460,10,324
1154393,10,323
4190133610,10,323
4190130387,10,322
4190127015,10,322
1167083,10,319
4190132402,10,316
4190135103,10,314
4190139085,10,314
4190128800,10,312
4190126462,10,312
1161182,10,306
4190133996,10,300
4190133398,10,298
4190125539,10,296
1154260,10,296
4190135841,10,294
4190135377,10,292
4190128059,10,290
4190136145,10,288
1155657,10,284
1155581,10,277
4190130698,10,276
4190131253,10,274
1162280,10,273
4190130406,10,272
4190129026,10,270
4190131241,10,270
4190134554,10,264
4190131849,10,264
4190130070,10,262
4190129660,10,259
4190132162,10,259
4190124292,10,258
4190140122,10,258
4190132656,10,258
4190126173,10,256
4190139758,10,251
4190133881,10,251
1152962,10,250
4190131956,10,249
4190131654,10,246
4190131995,10,246
4190130015,10,246
4190130954,10,241
4190128795,10,241
4190126774,10,240
4190135177,10,240
4190125225,10,240
4190124483,10,238
4190126128,10,238
4190126810,10,238
4190127164,10,236
4190125665,10,235
1159048,10,234
4190126093,10,231
4190129554,10,231
4190138221,10,230
4190133116,10,230
4190132131,10,229
4190132985,10,227
1163941,10,222
4190126021,10,222
4190127330,10,222
1158990,10,220
4190138108,10,218
4190130274,10,216
4190128503,10,216
4190125632,10,215
4190126187,10,215
4190133442,10,213
4190125092,10,212
4190132249,10,212
4190138536,10,211
4190128912,10,211
1149364,10,210
1153163,10,208
4190126410,10,206
4190130918,10,205
4190130671,10,204
4190129396,10,202
4190125540,10,201
4190138106,10,201
4190138282,10,200
4190132234,10,200
1161256,10,198
1164846,10,198
4190124382,10,192
4190126407,10,190
4190134432,10,190
4190126248,10,187
4190124911,10,182
1156917,10,182
4190129925,10,182
1166432,10,181
4190126039,10,181
1162387,10,180
1153312,10,180
4190125924,10,180
4190135675,10,180
4190125589,10,177
1166074,10,174
4190129369,10,173
4190130835,10,173
1156201,10,172
4190138391,10,172
4190139998,10,170
4190129725,10,169
4190130852,10,168
1150880,10,168
4190124037,10,168
4190126613,10,164
1160021,10,162
1156301,10,160
4190129006,10,159
4190126803,10,159
4190125972,10,158
4190132895,10,154
4190131324,10,154
1167194,10,154
4190126860,10,153
4190128763,10,153
1166454,10,152
1158986,10,150
4190138898,10,148
1167289,10,148
1166829,10,146
4190135587,10,145
4190132476,10,143
4190133679,10,143
4190127351,10,143
4190126022,10,142
4190132938,10,141
1150088,10,141
30030685,10,139
1159027,10,134
1157058,10,132
4190129290,10,131
4190124938,10,131
1224523443,10,129
4190126757,10,128
4190134449,10,127
1165846,10,127
4190124275,10,126
1225851502,10,125
4190126559,10,124
4190132610,10,124
4190135331,10,122
4190126764,10,120
4190124465,10,120
1159870,10,120
1165834,10,118
4190128943,10,118
4190124117,10,118
4190135560,10,117
4190135769,10,116
4190130670,10,116
1164143,10,116
4190139943,10,114
1149356,10,112
4190125321,10,112
4190130903,10,112
1150167,10,112
30029438,10,112
4190131757,10,111
4190131005,10,110
4190131395,10,108
1158975,10,105
1165991,10,102
1161392,10,102
4190133026,10,102
1225060718,10,102
30031337,10,100
4190135450,10,100
4190135879,10,100
4190126787,10,98
4190133200,10,96
4190132626,10,96
4190138058,10,94
30031310,10,94
4190131111,10,94
4190134113,10,94
1158336,10,94
4190140085,10,93
1151390,10,92
1154371,10,91
4190132181,10,89
4190135754,10,87
4190134535,10,86
4190139891,10,86
4190134976,10,84
4190132891,10,83
4190133979,10,81
4190135778,10,80
4190131712,10,76
1156380,10,72
1167026,10,62
1160044,10,40
1156799,10,38
1162395,10,34
1151904,10,10
1153610,10,0
1142188,10,0
1143299,10,0
1142964,10,0
1151081,10,0
1150589,10,0
1152179,9,77148
4190129029,9,55680
4190129761,9,34175
1147729,9,31392
4190128279,9,25730
1160037,9,23268
1162739,9,22753
1160007,9,19350
1162972,9,17280
1152895,9,14400
1152894,9,14400
1151187,9,13920
1162497,9,13724
1168166,9,11940
1163843,9,9510
1153034,9,9170
4190139535,9,9002
1154943,9,7776
1167354,9,7576
1161311,9,7170
1150576,9,7168
4190129754,9,6550
1154279,9,6020
1148800,9,5972
30029086,9,5972
1153251,9,5769
1148063,9,5652
30031007,9,5380
4190130010,9,5176
1156852,9,5011
1157452,9,4986
30031071,9,4986
4190139911,9,4926
4190126965,9,4543
1153311,9,4320
1161099,9,4230
4190137849,9,4172
4190139796,9,4165
4190135797,9,4028
1164235,9,3780
1148117,9,3728
1148702,9,3466
1162383,9,3426
1166559,9,3404
1148857,9,3200
4190127896,9,3048
1148844,9,2976
4190139166,9,2966
1160028,9,2963
4190138021,9,2658
1152479,9,2640
4190130391,9,2560
30031985,9,2400
30030815,9,2358
4190131012,9,2208
1149272,9,2192
4190126188,9,2186
4190135539,9,2148
30032365,9,2100
4190139405,9,2040
4190131698,9,2032
4190130896,9,1928
30031201,9,1914
30031075,9,1914
4190130389,9,1914
1157456,9,1914
1157886,9,1913
4190133218,9,1876
1164900,9,1852
4190125094,9,1850
4190129079,9,1812
1157550,9,1778
4190124873,9,1767
4190128240,9,1740
1154045,9,1734
1167327,9,1722
4190130256,9,1659
1156120,9,1580
1152081,9,1534
1149495,9,1447
1152177,9,1404
1168216,9,1393
4190133049,9,1388
4190138018,9,1386
4190138435,9,1378
30031072,9,1362
1157453,9,1362
4190128521,9,1306
1154983,9,1304
1152394,9,1256
4190133032,9,1176
4190131704,9,1174
1152020,9,1152
30030336,9,1145
1156902,9,1144
1156796,9,1140
4190127440,9,1130
4190127479,9,1116
4190133432,9,1104
4190139919,9,1094
4190127272,9,1061
4190129958,9,1058
4190126431,9,1048
1150156,9,1024
1152433,9,1016
4190127122,9,982
1166524,9,970
1163805,9,964
4190132331,9,934
4190127812,9,932
4190129172,9,928
1165591,9,926
1151119,9,926
4190129349,9,918
30031077,9,911
4190132873,9,911
1159277,9,894
1166588,9,888
30030826,9,874
1159276,9,852
1159279,9,846
1159073,9,842
4190135141,9,835
1165636,9,819
4190125079,9,816
4190139290,9,814
1154302,9,795
4190129353,9,795
4190139770,9,788
1160031,9,788
30031561,9,782
4190125342,9,780
1148718,9,772
4190125599,9,760
4190132840,9,760
4190130743,9,742
30029310,9,736
1156690,9,732
1159154,9,731
4190135452,9,720
1154087,9,714
1157703,9,709
1154319,9,708
1160049,9,707
1164243,9,706
1155673,9,696
1157412,9,655
4190138818,9,624
4190126326,9,622
1155609,9,616
1158945,9,615
4190127883,9,592
4190135562,9,582
4190138404,9,576
4190139843,9,568
1156691,9,566
1156755,9,563
1155441,9,553
4190136122,9,552
4190139267,9,524
1155408,9,520
4190129218,9,520
4190130150,9,516
1164242,9,506
4190135314,9,505
4190124447,9,504
1166427,9,498
1159138,9,490
1148081,9,490
1157737,9,484
1156804,9,482
1164028,9,472
4190133336,9,466
4190136060,9,460
1154425,9,458
4190129844,9,456
4190126369,9,450
4190124947,9,448
4190138124,9,442
4190129439,9,433
4190134136,9,412
1167312,9,412
4190125952,9,410
4190126340,9,396
1160055,9,394
4190126464,9,392
4190124666,9,389
4190134281,9,382
4190124549,9,380
1166589,9,374
1159890,9,370
4190129496,9,364
4190124923,9,363
4190132723,9,361
1166431,9,361
4190127259,9,360
1164617,9,342
1164409,9,336
4190125656,9,334
1161092,9,332
4190135018,9,330
4190125192,9,326
1155550,9,324
4190130376,9,321
4190133053,9,320
4190134133,9,318
4190138222,9,316
4190130101,9,312
1157561,9,307
1157454,9,306
30031073,9,306
1156695,9,303
1149340,9,300
4190135793,9,298
30029297,9,297
1149422,9,294
4190138998,9,293
4190138319,9,292
1164109,9,290
1151229,9,282
4190125915,9,274
4190131650,9,272
4190130425,9,264
4190129426,9,262
1148999,9,258
4190129149,9,258
1156993,9,256
4190134579,9,254
1159128,9,248
4190126887,9,248
4190131003,9,246
4190135162,9,246
4190130431,9,244
4190127731,9,244
1154668,9,244
4190129109,9,242
4190127021,9,240
1150013,9,238
1154188,9,230
4190137844,9,226
1154717,9,226
1152123,9,226
1158380,9,226
1158969,9,226
4190131471,9,222
4190133891,9,222
4190128512,9,221
4190131700,9,220
4190130825,9,216
1168156,9,216
4190138787,9,215
1148679,9,212
4190139819,9,212
4190126683,9,210
4190133152,9,208
4190124753,9,207
1167237,9,206
4190135506,9,206
4190124234,9,200
4190128852,9,198
4190133525,9,198
4190132717,9,198
4190129598,9,196
30029372,9,193
4190138916,9,190
1152439,9,190
4190131201,9,188
4190134058,9,188
4190128481,9,188
1167032,9,186
4190130850,9,184
4190135796,9,184
4190131746,9,182
4190130647,9,178
4190134502,9,177
4190136027,9,176
1162372,9,176
4190133016,9,174
1154404,9,172
1153033,9,172
4190135468,9,172
1166384,9,171
4190131245,9,169
4190125013,9,168
4190130366,9,167
4190130837,9,166
1158259,9,164
4190134926,9,164
1166466,9,164
1151093,9,164
4190135170,9,162
30031908,9,161
4190127234,9,160
4190130733,9,160
1158458,9,157
1156980,9,156
4190130297,9,156
1167065,9,154
1151182,9,154
4190127463,9,152
4190134108,9,152
4190138555,9,151
4190132768,9,150
1164583,9,150
1156881,9,150
4190127053,9,146
4190131689,9,146
1167160,9,144
4190137953,9,144
1163829,9,144
4190135439,9,142
4190128671,9,140
4190128699,9,139
4190131466,9,139
4190126595,9,134
4190128833,9,132
1148697,9,132
4190132772,9,130
4190130889,9,130
4190124907,9,128
4190134217,9,128
4190124183,9,127
4190131164,9,126
1165853,9,125
4190133523,9,124
4190131227,9,122
4190130377,9,122
4190130552,9,122
4190133761,9,121
4190135186,9,120
1163838,9,120
1165748,9,119
1154237,9,118
4190131750,9,117
4190136058,9,114
4190133653,9,114
4190125206,9,113
4190131528,9,113
4190135591,9,113
4190128611,9,112
1165838,9,112
4190127960,9,110
4190122333,9,110
4190131754,9,110
1150251,9,110
1162491,9,109
4190139307,9,108
4190130819,9,108
1151237,9,108
4190139440,9,108
4190135299,9,108
4190130530,9,108
4190133972,9,105
4190133023,9,104
1224645589,9,103
4190128751,9,101
4190133011,9,100
4190132336,9,98
4190124213,9,98
1158985,9,97
1161395,9,95
4190130198,9,94
1154176,9,94
1162323,9,94
4190138794,9,94
30033563,9,93
1157036,9,92
1167066,9,90
4190125966,9,89
4190135848,9,87
4190139672,9,86
4190134574,9,86
1162296,9,84
30028846,9,84
4190134822,9,83
4190127115,9,82
4190135676,9,80
30031939,9,79
4190130721,9,75
40040029,9,74
1156797,9,72
1154262,9,70
4190125611,9,69
1224288272,9,69
4190124966,9,68
30029358,9,68
1154314,9,68
40036939,9,67
30030868,9,67
1156884,9,67
1225037961,9,65
4190126483,9,64
4190139662,9,64
4190134008,9,62
1165790,9,60
1155081,9,54
4190129362,9,53
4190131617,9,52
1151405,9,42
1224330546,9,25
30032492,9,9
1151786,9,0
1150918,9,0
1156546,9,0
1150835,9,0
1114831,9,0
1150889,9,0
1149375,12,158818
1165860,12,43200
1162970,12,42408
1148700,12,40170
1148814,12,39942
4190134261,12,38440
1161817,12,35012
1159289,12,27616
1154074,12,21168
1152249,12,17440
1164631,12,16410
1157678,12,13194
1153043,12,12480
4190139888,12,11158
4190132344,12,11036
4190136127,12,10480
1168150,12,9298
1108375,12,8679
1167294,12,8536
1164820,12,8349
1152308,12,8081
1150068,12,7801
1148161,12,7584
1161260,12,6756
1151550,12,6696
1151101,12,6232
1161767,12,6211
4190127286,12,5664
1162470,12,5568
1149171,12,5342
4190128487,12,4748
4190138019,12,4686
4190129127,12,4564
4190135846,12,4240
4190139883,12,4038
4190139790,12,3736
4190137922,12,3668
4190127345,12,3552
4190124748,12,3514
1152497,12,3448
4190139288,12,3224
1151150,12,2880
4190139545,12,2676
30029717,12,2472
4190128046,12,2426
1148076,12,2368
1163851,12,2302
4190127681,12,2268
4190134872,12,2209
4190128523,12,2103
1163749,12,2096
4190124562,12,2044
4190127683,12,2040
1165784,12,2000
4190128480,12,1920
1163646,12,1876
4190128475,12,1760
1159492,12,1654
4190124545,12,1645
1152076,12,1644
1154860,12,1600
30030625,12,1433
1155645,12,1433
4190128474,12,1431
1168051,12,1425
1152239,12,1404
1156258,12,1404
1152994,12,1368
4190135903,12,1192
1153087,12,1176
4190138390,12,1172
1156961,12,1172
4190134289,12,1134
30029421,12,1124
1151074,12,1124
1147726,12,1124
4190133405,12,1120
4190130947,12,1102
1159163,12,1093
1163745,12,1086
30032409,12,1086
1156242,12,1080
30031298,12,1056
4190130966,12,1029
4190126755,12,1016
1164955,12,1008
1157397,12,998
4190135748,12,956
1164501,12,946
4190138127,12,936
4190127858,12,932
1159967,12,931
30029069,12,924
4190129529,12,921
4190138062,12,906
4190127774,12,884
1152171,12,877
30029647,12,877
30031929,12,860
1156745,12,841
4190131679,12,828
4190138717,12,790
4190124845,12,781
4190126640,12,773
4190139543,12,763
1165807,12,744
1159946,12,738
30029933,12,728
40036064,12,712
30030202,12,712
4190126381,12,679
4190139757,12,676
4190125182,12,672
1166425,12,669
4190127219,12,666
1159224,12,651
4190129669,12,628
4190125040,12,622
4190131490,12,621
4190131417,12,620
4190133566,12,610
4190139069,12,606
1151362,12,600
1151363,12,600
1151261,12,600
1151272,12,600
1151262,12,600
1151280,12,600
1151277,12,600
1151360,12,600
1151269,12,600
1151271,12,600
1151276,12,600
1151273,12,600
1151270,12,600
1151274,12,600
1151275,12,600
1151278,12,600
1151279,12,600
1151361,12,600
1151268,12,600
4190128768,12,592
1151200,12,586
4190125579,12,553
4190132730,12,552
4190131674,12,546
4190139397,12,544
4190129209,12,532
1150473,12,528
4190133783,12,513
4190132304,12,502
1154330,12,500
4190135489,12,500
4190139816,12,494
4190136025,12,481
1151263,12,480
1151266,12,480
1151264,12,480
1151267,12,480
1151302,12,480
4190138636,12,480
1151265,12,480
1151303,12,480
4190130536,12,472
4190127058,12,471
4190133573,12,464
4190138138,12,456
1167573,12,448
1148101,12,448
4190133191,12,438
4190124094,12,433
4190135287,12,433
4190138290,12,432
4190125803,12,431
4190128607,12,431
4190139229,12,428
1168129,12,426
1164476,12,424
4190135640,12,424
1154290,12,422
4190139040,12,420
4190128623,12,420
4190124152,12,414
30032038,12,408
30032037,12,408
30032039,12,408
30032040,12,408
30030462,12,406
4190132958,12,405
1163862,12,399
1164777,12,395
1161306,12,387
4190139750,12,385
1148838,12,384
4190131202,12,382
1153058,12,378
4190133808,12,378
4190126252,12,374
1159097,12,373
4190136015,12,361
4190134838,12,360
4190132525,12,360
4190136055,12,359
1224706189,12,354
4190138272,12,350
4190138660,12,346
1159947,12,345
1163659,12,344
4190139469,12,340
4190131463,12,336
1167606,12,330
4190140079,12,328
1152085,12,326
4190124495,12,322
4190129003,12,321
1158881,12,316
1158882,12,316
4190135476,12,314
1154414,12,312
4190139812,12,312
4190132295,12,305
4190138662,12,301
4190135318,12,298
4190132697,12,296
1150342,12,292
4190131233,12,292
4190138999,12,284
1167253,12,284
4190124324,12,274
1157564,12,274
4190138910,12,273
1149178,12,266
1156348,12,264
1154409,12,264
1154182,12,263
1164539,12,258
1156754,12,257
4190134056,12,256
1224971247,12,254
4190134580,12,248
4190136110,12,247
4190139145,12,246
1156773,12,246
4190126298,12,246
4190139527,12,244
1168052,12,244
4190132333,12,238
1163989,12,235
1156141,12,234
4190130689,12,228
4190138123,12,227
1148711,12,226
1154212,12,226
4190125594,12,226
1150076,12,226
4190126947,12,225
1154814,12,222
1156352,12,222
1165863,12,222
4190133614,12,221
1163801,12,219
4190137950,12,219
4190126239,12,218
4190139406,12,212
4190139815,12,210
4190132883,12,206
4190129399,12,203
1148105,12,202
4190131081,12,200
4190131344,12,199
4190127385,12,199
4190127251,12,197
4190132196,12,195
4190133477,12,192
4190128118,12,192
4190131088,12,190
4190124137,12,188
1155398,12,185
1154305,12,184
1153320,12,183
1224825835,12,182
4190136030,12,182
1166403,12,181
4190124143,12,181
4190138313,12,180
1153127,12,180
4190125322,12,178
4190126915,12,172
1159122,12,172
4190127661,12,168
4190132887,12,166
4190125048,12,161
1166861,12,160
4190133133,12,159
4190126129,12,157
1161520,12,156
4190132548,12,156
4190133807,12,155
4190134472,12,153
1149314,12,152
4190124679,12,151
4190129366,12,151
1153052,12,150
30030254,12,148
4190126529,12,146
1155602,12,144
4190133139,12,144
4190132080,12,143
1149524,12,140
1166061,12,140
4190138729,12,140
1167139,12,140
4190134205,12,138
1156866,12,136
30032313,12,135
1163652,12,135
4190130765,12,135
4190133892,12,133
4190131459,12,132
4190130993,12,130
4190134577,12,129
1149201,12,128
4190133013,12,128
4190138466,12,128
1163709,12,126
30031273,12,126
30032345,12,126
4190135053,12,124
4190125035,12,124
1153007,12,124
30030436,12,120
1155054,12,120
1159861,12,118
1158884,12,118
1158885,12,118
1158883,12,118
4190124842,12,113
4190139721,12,109
4190133857,12,108
4190126217,12,108
4190131214,12,105
1158398,12,104
4190132497,12,104
4190133302,12,100
4190127529,12,98
4190133411,12,98
4190126519,12,96
4190128572,12,95
4190127156,12,92
1158605,12,91
4190131069,12,91
4190140160,12,90
4190134556,12,86
30029136,12,84
1148794,12,84
4190124346,12,77
4190132877,12,70
4190126844,12,52
1160977,12,28
1152957,12,12
1143298,12,0
1152192,11,119556
1164540,11,65076
1154802,11,51960
4190134730,11,32426
4190135017,11,28169
1150097,11,22653
1164525,11,20920
1163998,11,20424
1164537,11,17947
4190135816,11,13824
4190133096,11,12429
4190135819,11,12240
4190126702,11,11006
1152193,11,10914
1164534,11,10275
1164187,11,10275
1156976,11,10170
1152354,11,9184
1161119,11,9080
1160351,11,8300
1166850,11,8172
1152499,11,7920
4190135473,11,7728
1154344,11,7332
4190136043,11,7140
4190128057,11,6984
1151548,11,6716
4190124952,11,6480
4190136099,11,6352
4190136125,11,6058
1164596,11,5510
1151024,11,5178
1162299,11,4884
1150327,11,4836
1164555,11,4510
1149911,11,4162
4190131320,11,4074
4190127049,11,4062
4190132872,11,4012
4190130962,11,3954
1151224,11,3900
4190126660,11,3720
1160367,11,3490
1151023,11,2955
4190138400,11,2724
1148811,11,2704
4190132636,11,2400
4190140065,11,2260
1154131,11,2256
4190125086,11,2180
4190130111,11,2166
4190124413,11,2135
4190139997,11,2010
1154144,11,1983
1164029,11,1968
4190140132,11,1900
4190127845,11,1892
1161327,11,1872
1161343,11,1872
1161359,11,1872
1161351,11,1872
1161328,11,1872
1161345,11,1872
4190132201,11,1790
4190135351,11,1737
4190138068,11,1706
1164800,11,1602
1165849,11,1568
4190138588,11,1560
4190125030,11,1520
4190127682,11,1500
4190126528,11,1468
4190130127,11,1460
4190126979,11,1452
1157664,11,1446
4190129406,11,1444
1156947,11,1306
1157493,11,1284
1167304,11,1246
4190135658,11,1185
4190127332,11,1154
4190127263,11,1132
4190131484,11,1132
4190127652,11,1128
30029677,11,1115
4190138142,11,1100
1152273,11,1096
4190130106,11,1084
1156737,11,1060
1165235,11,1058
4190130440,11,1023
1156251,11,976
4190136044,11,910
4190134106,11,901
1153128,11,880
4190124887,11,870
1167355,11,848
4190125098,11,848
4190129995,11,848
4190132119,11,846
1164677,11,840
4190139764,11,810
4190126871,11,796
4190127174,11,784
1155406,11,762
4190131125,11,755
4190132358,11,743
1148644,11,740
1148692,11,740
4190129121,11,738
1166492,11,736
1157579,11,729
4190128004,11,725
4190133203,11,720
1158429,11,716
1157526,11,713
4190126603,11,700
4190134149,11,698
1164020,11,694
4190128163,11,685
4190139516,11,684
1166513,11,652
4190138453,11,644
30029809,11,642
4190126498,11,621
1148671,11,616
1161216,11,611
4190132760,11,609
4190126496,11,604
4190126362,11,596
1156992,11,596
1149269,11,585
1162284,11,582
1148672,11,580
1155064,11,563
4190124951,11,550
1154417,11,536
1149358,11,518
1167374,11,518
1148673,11,509
1154316,11,508
1154297,11,504
4190126655,11,492
4190129185,11,483
4190134701,11,480
4190132974,11,480
4190130615,11,477
4190128062,11,468
4190126868,11,468
4190139534,11,462
1162718,11,461
1154903,11,456
4190131435,11,454
1167288,11,452
4190129823,11,448
4190128724,11,448
4190128567,11,445
4190129617,11,437
4190135782,11,434
1153200,11,432
4190124515,11,430
4190124464,11,420
1154468,11,416
1154192,11,412
4190127788,11,408
4190132744,11,404
1154145,11,400
1167645,11,400
4190129411,11,400
1154267,11,400
4190128776,11,400
4190139240,11,394
4190127009,11,394
4190134105,11,393
4190137912,11,387
1165607,11,387
4190129978,11,384
1166410,11,382
4190126960,11,381
4190135602,11,368
4190125281,11,366
4190140060,11,362
4190132943,11,362
4190129454,11,362
1154268,11,360
4190125651,11,360
1159948,11,354
30030434,11,352
4190125451,11,348
4190131426,11,340
4190130034,11,336
4190132467,11,336
1168293,11,335
4190129189,11,332
4190139811,11,329
1162304,11,329
4190126901,11,328
4190134766,11,319
4190129793,11,315
1161404,11,313
4190134256,11,312
4190130183,11,310
4190138172,11,309
4190139252,11,307
4190130623,11,306
1156820,11,302
4190136039,11,296
4190133074,11,294
4190135929,11,288
4190124089,11,288
4190132440,11,285
4190138485,11,284
1166590,11,284
4190124115,11,284
4190127862,11,281
4190131511,11,276
1163986,11,273
4190126398,11,272
4190132262,11,268
4190139193,11,266
4190125465,11,266
4190125608,11,264
4190139350,11,261
4190131784,11,257
1164624,11,256
4190125045,11,256
1153019,11,254
1224852048,11,254
4190134592,11,252
4190135912,11,252
1164767,11,249
1155409,11,249
1159129,11,246
4190131975,11,245
4190139706,11,244
1157686,11,242
4190130323,11,241
4190129317,11,240
4190131606,11,240
4190135474,11,238
4190124700,11,234
4190127899,11,230
1154252,11,228
1151227,11,226
4190124710,11,225
4190134575,11,225
4190125222,11,222
1160019,11,220
1160180,11,220
4190131931,11,220
4190135869,11,220
4190128222,11,220
1159497,11,216
1154141,11,213
4190131709,11,211
4190125189,11,210
30029656,11,210
4190139890,11,209
4190128920,11,207
1151157,11,207
1166436,11,206
4190130383,11,203
4190135694,11,200
4190130147,11,199
4190131341,11,196
4190131121,11,194
1167470,11,191
4190139779,11,191
1164865,11,191
4190125020,11,188
1164671,11,188
4190125527,11,186
4190131749,11,185
4190127270,11,184
1153170,11,183
4190130220,11,182
4190127704,11,181
4190139317,11,181
4190132767,11,180
1153088,11,176
1224936486,11,174
4190128079,11,174
4190135509,11,171
4190124182,11,171
4190133793,11,170
4190133502,11,170
4190132698,11,170
4190125418,11,169
4190129315,11,168
1156126,11,165
4190140134,11,164
4190127759,11,164
4190124354,11,163
4190139638,11,163
4190125634,11,163
1162279,11,161
4190123641,11,157
1162186,11,156
1163927,11,156
4190133527,11,153
4190140114,11,152
4190132551,11,151
4190131142,11,149
1156227,11,147
4190137858,11,146
4190135010,11,146
1154207,11,145
4190131992,11,144
1155580,11,142
4190139133,11,140
4190133025,11,138
4190132455,11,138
1150310,11,135
4190131049,11,132
1148038,11,132
4190131514,11,132
1167481,11,126
4190133647,11,126
4190134271,11,124
4190126693,11,121
4190135335,11,119
4190133122,11,118
4190130467,11,118
4190129010,11,116
4190126645,11,116
4190139209,11,115
4190133024,11,114
4190140120,11,108
4190127466,11,108
4190131861,11,108
1165839,11,107
4190124607,11,105
4190128199,11,105
4190128650,11,104
4190123554,11,104
4190124202,11,102
4190134894,11,102
4190134034,11,98
1151111,11,98
4190126793,11,96
4190127450,11,96
4190135716,11,91
4190139895,11,90
1158230,11,86
4190127739,11,86
4190134924,11,82
30031450,11,81
1168036,11,78
1159205,11,78
4190127207,11,73
4190130920,11,69
1150011,11,66
1159843,11,64
1224872775,11,52
4190132914,11,47
30033531,11,11
1151792,11,8
1135822,11,0
1150922,11,0
1144096,11,0
1156477,11,0
1152485,14,333360
1152389,14,186120
1151767,14,141834
1149367,14,80075
4190139882,14,58266
1149368,14,56856
1156819,14,56692
4190127007,14,53604
1151498,14,26600
1148650,14,24546
1159208,14,17070
30031709,14,17030
30033727,14,16076
1150142,14,15269
1159490,14,15145
4190138713,14,14496
1159850,14,11562
1152214,14,10629
1151549,14,8912
1165734,14,8688
1151217,14,8503
1154420,14,7084
4190128440,14,6946
4190125230,14,6766
1154375,14,6732
1167489,14,6659
4190133006,14,6612
1154386,14,6480
1161765,14,5860
1148828,14,5858
4190139105,14,4880
4190138349,14,4722
1151153,14,4700
1152283,14,4473
4190129468,14,4341
1168172,14,4068
4190138122,14,3980
4190130797,14,3954
30032930,14,3708
4190138281,14,3696
1159116,14,3674
4190138829,14,3642
1151391,14,3396
1150117,14,3292
4190131781,14,3228
4190133575,14,3087
4190139016,14,2898
4190135533,14,2880
4190139277,14,2860
4190126818,14,2840
4190125710,14,2698
30032415,14,2658
1163757,14,2658
1154211,14,2354
1164770,14,2190
4190130398,14,2174
4190124155,14,2040
4190136123,14,1890
4190135029,14,1872
4190139946,14,1853
1164951,14,1843
1153083,14,1824
4190139705,14,1821
1158349,14,1804
4190127955,14,1762
30030708,14,1746
1156160,14,1746
4190135608,14,1700
4190124830,14,1628
30032414,14,1548
1163755,14,1548
1161347,14,1526
1161372,14,1526
1161350,14,1526
1161376,14,1526
1161354,14,1526
1161363,14,1526
1161330,14,1526
1161316,14,1526
1161370,14,1526
1161366,14,1526
4190136121,14,1482
4190128548,14,1446
4190133944,14,1434
1153336,14,1427
1149504,14,1344
4190124124,14,1336
1157505,14,1334
1159126,14,1326
4190136119,14,1318
4190129270,14,1290
4190129649,14,1262
4190135777,14,1261
4190125478,14,1239
1149533,14,1236
1151425,14,1206
4190128045,14,1187
4190125384,14,1172
4190127865,14,1166
4190126460,14,1160
4190139300,14,1152
4190127190,14,1132
4190140178,14,1020
4190133141,14,986
4190127671,14,970
4190128530,14,962
4190126882,14,956
1156784,14,933
4190134964,14,920
4190133344,14,910
4190137855,14,877
4190132408,14,839
4190138004,14,831
1148761,14,811
1148064,14,792
4190128340,14,784
1154442,14,784
1157009,14,783
4190136101,14,750
4190139447,14,747
4190139511,14,730
1156977,14,704
30030128,14,695
1153911,14,695
4190129756,14,695
4190125016,14,684
1155594,14,680
4190130083,14,653
4190131739,14,650
4190138029,14,642
4190133659,14,638
4190127317,14,637
4190138093,14,636
4190130639,14,618
4190128956,14,618
4190139295,14,618
4190128186,14,609
4190132478,14,600
4190132229,14,596
4190126466,14,584
1159096,14,578
4190128880,14,577
4190133712,14,576
4190134714,14,565
1151180,14,564
4190127922,14,560
4190124424,14,556
4190125251,14,550
4190135673,14,548
1150098,14,540
4190140080,14,534
4190130619,14,526
4190134817,14,512
1152956,14,505
4190133670,14,499
4190133646,14,494
4190134898,14,481
4190134272,14,477
4190124156,14,477
4190134584,14,475
4190132413,14,468
4190126238,14,464
4190139631,14,456
4190131982,14,455
1167199,14,439
4190129401,14,436
4190130751,14,435
4190134197,14,432
4190129329,14,429
4190138939,14,425
4190139372,14,422
30032142,14,419
4190127352,14,416
4190131071,14,412
4190132238,14,410
4190128816,14,409
1166509,14,401
1153322,14,384
4190131478,14,384
1159133,14,379
4190131479,14,376
4190135594,14,376
1155607,14,376
1153086,14,375
4190129409,14,372
4190131939,14,372
4190125780,14,370
1224760205,14,365
4190125771,14,363
4190133180,14,357
1160045,14,336
4190133571,14,336
4190130480,14,335
1159051,14,332
4190135327,14,331
4190133831,14,330
1153262,14,330
1151311,14,328
1151309,14,328
1151310,14,328
1151313,14,328
1151306,14,328
1151305,14,328
